"SpecimenCode","XID","CollectionCode","Site","Tree","Tray","DateCollected","Class","Order","Family","SpeciesCode","Genus","species","trophic","Origin","Stage","Lengthmm","Abundance","IND_BIOM"
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-015",1390,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","7",1,1.6273
"0291-016",1391,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","8",1,2.3281
"0291-016",1391,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","8",1,2.3281
"0291-016",1391,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","8",1,2.3281
"0291-017",1392,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0291-017",1392,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0291-017",1392,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0291-017",1392,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0291-017",1392,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0291-017",1392,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0291-017",1392,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0291-017",1392,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","9",1,3.193
"0291-018",1393,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0291-018",1393,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0291-018",1393,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0291-018",1393,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0291-018",1393,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0291-018",1393,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0291-018",1393,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0291-018",1393,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0291-018",1393,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0291-018",1393,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0291-019",1394,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","11",1,5.4693
"0291-019",1394,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","11",1,5.4693
"0291-019",1394,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","11",1,5.4693
"0291-020",1395,"MO9706-2","MO",6,2,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","12",1,6.9069
"0292-001",1396,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Coleoptera","Nitidulidae","epurocul","Epuraea","ocularis","D","adventive","adult",".",1,0.1681
"0293-001",1397,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu11","Proterhinus","sp_11","D","endemic","adult",".",1,0.584
"0294-001",1398,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Diptera","Limoniidae","dicrsppu","Dicranomyia","spp_(larvae)","D","endemic","immature","8",1,1.0591
"0294-002",1399,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Diptera","Psychodidae","trichawa","Trichomyia","hawaiiensis","U","endemic","adult","1",1,0.0153
"0294-003",1400,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0294-003",1400,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Diptera","Sciaridae","ctenhawa","Ctenosciara","hawaiiensis","D","endemic","adult","2",1,0.091
"0294-004",1401,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Diptera","Dolichopodidae","campbryo","Campsicnemus","bryophilus","P","endemic","adult","2",1,0.091
"0294-004",1401,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Diptera","Dolichopodidae","campbryo","Campsicnemus","bryophilus","P","endemic","adult","2",1,0.091
"0294-004",1401,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Diptera","Dolichopodidae","campbryo","Campsicnemus","bryophilus","P","endemic","adult","2",1,0.091
"0294-005",1402,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Diptera","Ceratopogonidae","dasyhawa","Dasyhelea","hawaiiensis","D","endemic","adult","1",1,0.0153
"0294-006",1403,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult","2",1,0.091
"0294-007",1404,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Diptera","Cecidomyiidae","cecigsu1","Cecidomyiinae_g","sp_1","D","endemic","adult","1",1,0.0153
"0296-001",1405,"MO9706-3","MO",6,3,"10/23/1997","Malacostraca","Amphipoda","Talitridae","platlani","Platorchestia","nr_lanipo","D","endemic","adult","10",1,4.2356
"0296-002",1406,"MO9706-3","MO",6,3,"10/23/1997","Insecta","Lepidoptera","Geometridae","scotjsu8","Scotorythra","larval sp_8","H","endemic","immature","2",1,0.0962
"0297-001",1407,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Carabidae","blacfrau","Blackburnia","fraudator","P","endemic","adult",".",1,3.088
"0297-002",1408,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Carabidae","blacchel","Blackburnia","cheloniceps","P","endemic","adult",".",1,4.748
"0297-003",1409,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Carabidae","blacfrau","Blackburnia","fraudator","P","endemic","adult",".",1,3.088
"0297-004",1410,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Carabidae","blacfrau","Blackburnia","fraudator","P","endemic","immature","6",1,0.6439
"0298-001",1411,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Staphylinidae","oligspu1","Oligota","sp_1","P","endemic","adult","1",1,0.038
"0298-002",1412,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Ciidae","aptevarie","Apterocis","variegatus","D","endemic","adult",".",1,0.549
"0298-003",1413,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Curculionidae","oodepalu","Oodemas","paludicola","D","endemic","adult",".",1,1.224
"0298-004",1414,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Staphylinidae","anotspu2","Anotylus","sp_2","P","adventive","adult","2",1,0.1508
"0298-005",1415,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Nitidulidae","nesolati","Nesopeplus","latiusculus","D","endemic","adult",".",1,0.213
"0298-006",1416,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu10","Proterhinus","sp_10","D","endemic","adult",".",1,1.005
"0298-007",1417,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu10","Proterhinus","sp_10","D","endemic","adult",".",1,1.005
"0298-008",1418,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu11","Proterhinus","sp_11","D","endemic","adult",".",1,0.584
"0298-009",1419,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu13","Proterhinus","sp_13","D","endemic","adult",".",1,0.305
"0298-010",1420,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu10","Proterhinus","sp_10","D","endemic","adult",".",1,1.005
"0298-011",1421,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu10","Proterhinus","sp_10","D","endemic","adult",".",1,1.005
"0298-012",1422,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu10","Proterhinus","sp_10","D","endemic","adult",".",1,1.005
"0298-013",1423,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu12","Proterhinus","sp_12","D","endemic","adult",".",1,0.229
"0298-014",1424,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu12","Proterhinus","sp_12","D","endemic","adult",".",1,0.229
"0298-015",1425,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu10","Proterhinus","sp_10","D","endemic","adult",".",1,1.005
"0298-016",1426,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0298-017",1427,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0298-018",1428,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protsu12","Proterhinus","sp_12","D","endemic","adult",".",1,0.229
"0298-019",1429,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Aglycyderidae","protspu8","Proterhinus","sp_8","D","endemic","adult",".",1,0.302
"0299-001",1430,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Orthoptera","Gryllidae","trigatro","Trigonidium","atroferrugineum","D","endemic","immature","2",1,0.1186
"0300-001",1431,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Dolichopodidae","eurynsp1","Eurynogaster","n_sp_1","P","endemic","adult","3",1,0.2584
"0300-001",1431,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Dolichopodidae","eurynsp1","Eurynogaster","n_sp_1","P","endemic","adult","3",1,0.2584
"0300-001",1431,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Dolichopodidae","eurynsp1","Eurynogaster","n_sp_1","P","endemic","adult","3",1,0.2584
"0300-002",1432,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Limoniidae","dicrkaua","Dicranomyia","kauaiensis","T","endemic","adult","4",1,0.5417
"0300-002",1432,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Limoniidae","dicrkaua","Dicranomyia","kauaiensis","T","endemic","adult","4",1,0.5417
"0300-003",1433,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Drosophilidae","scaplong","Scaptomyza","longipecten","D","endemic","adult","2",1,0.091
"0300-004",1434,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Sciaridae","sciaprom","Sciara","prominens","D","endemic","adult","1",1,0.0153
"0300-005",1435,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Hybotidae","cherdiss","Chersodromia","dissita","D","endemic","adult","2",1,0.091
"0300-006",1436,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Psychodidae","trichawa","Trichomyia","hawaiiensis","U","endemic","adult","2",1,0.091
"0300-007",1437,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Psychodidae","trichawa","Trichomyia","hawaiiensis","U","endemic","adult","1",1,0.0153
"0300-008",1438,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult","2",1,0.091
"0300-008",1438,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult","2",1,0.091
"0300-008",1438,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Ceratopogonidae","forchard","Forcipomyia","hardyi","D","endemic","adult","2",1,0.091
"0300-009",1439,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Cecidomyiidae","monareco","Monardia","recondita","D","endemic","adult","1",1,0.0153
"0300-009",1439,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Diptera","Cecidomyiidae","monareco","Monardia","recondita","D","endemic","adult","1",1,0.0153
"0301-001",1440,"MO9707-1","MO",7,1,"10/23/1997","Arachnida","Araneae","Tetragnathidae","tetracut","Tetragnatha","acuta","P","endemic","immature","3",1,0.5227
"0301-002",1441,"MO9707-1","MO",7,1,"10/23/1997","Arachnida","Araneae","Tetragnathidae","tetracut","Tetragnatha","acuta","P","endemic","immature","2",1,0.1971
"0302-001",1442,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Hymenoptera","Bethylidae","sierspuA","Sierola","sp_A","P","endemic","adult","2",1,0.0725
"0302-002",1443,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Hymenoptera","Bethylidae","sierspuI","Sierola","sp_I","P","endemic","adult","3",1,0.1905
"0302-003",1444,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Hymenoptera","Pteromalidae","gastspu1","nr_Gastrancistrus","sp_1","P","undetermined","adult","1",1,0.0139
"0302-004",1445,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Hymenoptera","Encyrtidae","cercperk","Cerchysiella","?perkinsi","P","adventive","adult","1",1,0.0139
"0302-005",1446,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Hymenoptera","Encyrtidae","anagnigr","Anagyrus","?nigricans","P","endemic","adult","1",1,0.0139
"0303-001",1447,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Homoptera","Triozidae","triomol2","Trioza","molokaiensis sp_2","H","endemic","adult","3",1,0.3307
"0303-002",1448,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Homoptera","Triozidae","kuwaspu3","Kuwayama","sp_3","H","endemic","adult","1",1,0.0123
"0303-003",1449,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Homoptera","Triozidae","trioohia","Trioza","ohiacola","H","endemic","adult","2",1,0.0982
"0303-004",1450,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Collembola","Sminthuridae","dicybrev","Dicyrtoma","brevifibra","D","endemic","adult","1",1,0.0056
"0304-001",1451,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Coleoptera","Nitidulidae","nesolati","Nesopeplus","latiusculus","D","endemic","adult",".",1,0.213
"0305-001",1452,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Homoptera","Cixiidae","oliasimi","Oliarus","similis","H","endemic","adult","4",1,0.9707
"0305-002",1453,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Homoptera","Delphacidae","leialehu","Leialoha","lehuae","H","endemic","immature","1",1,0.0206
"0306-001",1454,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","orthcopr","Orthotylus","coprosmicola","T","endemic","adult","2",1,0.1594
"0306-001",1454,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","orthcopr","Orthotylus","coprosmicola","T","endemic","adult","2",1,0.1594
"0306-001",1454,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","orthcopr","Orthotylus","coprosmicola","T","endemic","adult","2",1,0.1594
"0306-001",1454,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","orthcopr","Orthotylus","coprosmicola","T","endemic","adult","2",1,0.1594
"0306-002",1455,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","adult","4",1,0.7949
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
"0306-003",1456,"MO9707-1","MO",7,1,"10/23/1997","Insecta","Heteroptera","Miridae","saroadon","Sarona","adonias","H","endemic","immature","1",1,0.032
